category,package,version,cve_id,repository,repository_url,fixed_version,fix_commit_url,fix_commit_sha,source
prototype-pollution,patchmerge,1.0.1,CVE-2021-25916,pjshumphreys/patchmerge,https://github.com/pjshumphreys/patchmerge,1.0.2,https://github.com/pjshumphreys/patchmerge/commit/5b383c537eae7a00ebd26d3f7211dac99ddecb12,5b383c537eae7a00ebd26d3f7211dac99ddecb12,fixCommit
prototype-pollution,pathval,1.1.0,CVE-2020-7751,chaijs/pathval,https://github.com/chaijs/pathval,1.1.1,https://github.com/chaijs/pathval/commit/7859e0e1ce4c2c67de897edce097ed31f80661d0,7859e0e1ce4c2c67de897edce097ed31f80661d0,fixCommit
prototype-pollution,paypal-adaptive,0.4.1,CVE-2020-7643,gaguirre/paypal-adaptive-sdk-nodejs,https://github.com/gaguirre/paypal-adaptive-sdk-nodejs,,,,npm
prototype-pollution,phpjs,1.3.2,CVE-2020-7700,kvz/phpjs,https://github.com/kvz/phpjs,,,,npm
prototype-pollution,plain-object-merge,1.0.1,,fabiospampinato/plain-object-merge,https://github.com/fabiospampinato/plain-object-merge,1.0.2,https://github.com/fabiospampinato/plain-object-merge/commit/e2b59efa2216957815643c48797e2e2eae8ca2b2,e2b59efa2216957815643c48797e2e2eae8ca2b2,fixCommit
prototype-pollution,predefine,0.1.2,CVE-2020-28280,bigpipe/predefine,https://github.com/bigpipe/predefine,,,,npm
prototype-pollution,promisehelpers,0.0.5,CVE-2020-7723,yola/promisehelpers,https://github.com/yola/promisehelpers,,,,npm
prototype-pollution,properties-reader,2.0.0,CVE-2020-28471,steveukx/properties,https://github.com/steveukx/properties,2.2.0,https://github.com/steveukx/properties/commit/0877cc871db9865f58dd9389ce99e61be05380a5,0877cc871db9865f58dd9389ce99e61be05380a5,fixCommit
prototype-pollution,property-expr,2.0.2,CVE-2020-7707,jquense/expr,https://github.com/jquense/expr,2.0.3,https://github.com/jquense/expr/commit/df846910915d59f711ce63c1f817815bceab5ff7,df846910915d59f711ce63c1f817815bceab5ff7,fixCommit
prototype-pollution,prototyped.js,2.0.0,,ardalanamini/prototyped.js,https://github.com/ardalanamini/prototyped.js,2.0.1,https://github.com/ardalanamini/prototyped.js/commit/3ab56e78250d3d5b44ac03938d3d04591b206730,3ab56e78250d3d5b44ac03938d3d04591b206730,fixCommit
prototype-pollution,putil-merge,3.0.0,CVE-2021-25953,panates/putil-merge,https://github.com/panates/putil-merge,3.7.0,https://github.com/panates/putil-merge/commit/a8f5087faaa034cc2dc2e8070c13014ad6a34043,a8f5087faaa034cc2dc2e8070c13014ad6a34043,fixCommit
prototype-pollution,querymen,2.1.3,CVE-2020-7600,diegohaz/querymen,https://github.com/diegohaz/querymen,2.1.4,https://github.com/diegohaz/querymen/commit/1987fefcb3b7508253a29502a008d5063a873cef,1987fefcb3b7508253a29502a008d5063a873cef,fixCommit
prototype-pollution,rdf-graph-array,0.3.0,CVE-2019-10798,rdf-ext/rdf-graph-array,https://github.com/rdf-ext/rdf-graph-array,,,,npm
prototype-pollution,record-like-deep-assign,1.0.1,CVE-2021-23402,kripod/record-like-deep-assign,https://github.com/kripod/record-like-deep-assign,,,,npm
prototype-pollution,rfc6902,4.0.2,,chbrown/rfc6902,https://github.com/chbrown/rfc6902,5.0.0,,,npm
prototype-pollution,safe-flat,2.0.0,CVE-2021-25927,jessie-codes/safe-flat,https://github.com/jessie-codes/safe-flat,2.0.2,https://github.com/jessie-codes/safe-flat/commit/4b9b7db976bba8c968354f4315f5f9c219b7cbf3,4b9b7db976bba8c968354f4315f5f9c219b7cbf3,fixCommit
prototype-pollution,safe-obj,1.0.0,CVE-2021-25928,tandrewnichols/safe-obj,https://github.com/tandrewnichols/safe-obj,,,,npm
prototype-pollution,safe-object2,1.0.3,CVE-2020-7726,jiameng123/safe-object,https://github.com/jiameng123/safe-object,,,,npm
prototype-pollution,safetydance,2.0.1,CVE-2020-7737,gramakri/safetydance,https://github.com/gramakri/safetydance,,,,
prototype-pollution,sahmat,1.0.0,,indatawetrust/sahmat,https://github.com/indatawetrust/sahmat,,,,npm
prototype-pollution,sds,3.2.0,CVE-2020-7618,monsterkodi/sds,https://github.com/monsterkodi/sds,4.0.0,https://github.com/monsterkodi/sds/commit/a228f025fd1be033088b7abbc0f77118d573f216,a228f025fd1be033088b7abbc0f77118d573f216,fixCommit
prototype-pollution,set-deep-prop,1.0.0,CVE-2021-23373,mmckelvy/set-deep-prop,https://github.com/mmckelvy/set-deep-prop,,,,npm
prototype-pollution,set-getter,0.1.0,CVE-2021-25949,doowb/set-getter,https://github.com/doowb/set-getter,0.1.1,https://github.com/doowb/set-getter/commit/66eb3f0d4686a4a8c7c3d6f7ecd8e570b580edc4,66eb3f0d4686a4a8c7c3d6f7ecd8e570b580edc4,fixCommit
prototype-pollution,set-in,1.0.0,CVE-2020-28273,openappjs/set-in,https://github.com/openappjs/set-in,2.0.1,https://github.com/ahdinosaur/set-in/commit/e431effa00195a6f06b111e09733cd1445a91a88,e431effa00195a6f06b111e09733cd1445a91a88,fixCommit
prototype-pollution,set-object-value,0.0.5,CVE-2020-28281,react-atomic/react-atomic-organism,https://github.com/react-atomic/react-atomic-organism,0.0.6,https://github.com/react-atomic/react-atomic-organism/commit/c8ec63388f7785078cb27275b56ed955ffd3db6c,c8ec63388f7785078cb27275b56ed955ffd3db6c,fixCommit
prototype-pollution,set-or-get,1.2.10,CVE-2021-25913,IonicaBizau/set-or-get.js,https://github.com/IonicaBizau/set-or-get.js,1.2.11,https://github.com/IonicaBizau/set-or-get.js/commit/82ede5cccb2e8d13e4f62599203a4389f6d8e936,82ede5cccb2e8d13e4f62599203a4389f6d8e936,fixCommit
prototype-pollution,set-value,3.0.0,CVE-2021-23440,jonschlinkert/set-value,https://github.com/jonschlinkert/set-value,4.0.1,https://github.com/jonschlinkert/set-value/commit/7cf8073bb06bf0c15e08475f9f952823b4576452,7cf8073bb06bf0c15e08475f9f952823b4576452,fixCommit
prototype-pollution,shvl,2.0.1,,robinvdvleuten/shvl,https://github.com/robinvdvleuten/shvl,2.0.3,https://github.com/robinvdvleuten/shvl/commit/4ed0edfa70f7778556f7b7e9ef1ee5d6d002fce2,4ed0edfa70f7778556f7b7e9ef1ee5d6d002fce2,fixCommit
prototype-pollution,simpl-schema,1.10.0,CVE-2020-7742,aldeed/simpl-schema,https://github.com/aldeed/simpl-schema,1.10.2,,,npm
prototype-pollution,smart-extend,1.7.3,,danielkalen/smart-extend,https://github.com/danielkalen/smart-extend,,,,npm
prototype-pollution,@strikeentco/set,1.0.0,CVE-2020-28267,strikeentco/set,https://github.com/strikeentco/set,1.0.1,https://github.com/strikeentco/set/commit/102cc6b2e1d1e0c928ced87e75df759d5541ff60,102cc6b2e1d1e0c928ced87e75df759d5541ff60,fixCommit
prototype-pollution,style-dictionary,2.10.2,,amzn/style-dictionary,https://github.com/amzn/style-dictionary,2.10.3,,,npm
prototype-pollution,supermixer,1.0.3,CVE-2020-24939,stampit-org/supermixer,https://github.com/stampit-org/supermixer,1.0.5,https://github.com/stampit-org/supermixer/commit/94dcc6fc45e0fed96187cb52aaffadf76dbbc0a3,94dcc6fc45e0fed96187cb52aaffadf76dbbc0a3,fixCommit
prototype-pollution,swiper,6.5.0,CVE-2021-23370,nolimits4web/swiper,https://github.com/nolimits4web/swiper,6.5.1,https://github.com/nolimits4web/swiper/commit/9dad2739b7474f383474773d5ab898a0c29ac178,9dad2739b7474f383474773d5ab898a0c29ac178,fixCommit
prototype-pollution,think-config,1.0.0,,thinkjs/think-config,https://github.com/thinkjs/think-config,1.1.3,https://github.com/thinkjs/think-config/commit/31b82468d72f2e1456a27a4827cea378196db6db,31b82468d72f2e1456a27a4827cea378196db6db,fixCommit
prototype-pollution,think-helper,1.1.0,CVE-2021-32736,thinkjs/think-helper,https://github.com/thinkjs/think-helper,,,,npm
prototype-pollution,tiny-conf,1.1.0,CVE-2020-7724,tiny-conf/tiny-conf,https://github.com/tiny-conf/tiny-conf,,,,npm
prototype-pollution,total.js,3.4.6,CVE-2020-28495,totaljs/framework,https://github.com/totaljs/framework,3.4.7,https://github.com/totaljs/framework/commit/b3f901561d66ab799a4a99279893b94cad7ae4ff,b3f901561d66ab799a4a99279893b94cad7ae4ff,fixCommit
prototype-pollution,tree-kit,0.6.1,CVE-2021-4278,cronvel/tree-kit,https://github.com/cronvel/tree-kit,0.7.0,https://github.com/cronvel/tree-kit/commit/c90d45f4f0e1266867be136670eddeb99b2a32a5,c90d45f4f0e1266867be136670eddeb99b2a32a5,fixCommit
prototype-pollution,ts-dot-prop,1.4.0,,justinlettau/ts-dot-prop,https://github.com/justinlettau/ts-dot-prop,1.4.1,https://github.com/justinlettau/ts-dot-prop/commit/816b887a669ab959c3c2f85c6563d33928f00f14#diff-f41e9d04a45c83f3b6f6e630f10117feR183,816b887a669ab959c3c2f85c6563d33928f00f14,fixCommit
prototype-pollution,@tsed/core,5.62.3,CVE-2020-7748,TypedProject/tsed,https://github.com/TypedProject/tsed,5.65.7,https://github.com/TypedProject/tsed/commit/1395773ddac35926cf058fc6da9fb8e82266761b,1395773ddac35926cf058fc6da9fb8e82266761b,fixCommit
prototype-pollution,typeorm,0.2.24,CVE-2020-8158,typeorm/typeorm,https://github.com/typeorm/typeorm,0.2.25,,,npm
prototype-pollution,@uifabric/utilities,7.20.2,,microsoft/fluentui,https://github.com/microsoft/fluentui,7.20.3,,,npm
prototype-pollution,undefsafe,2.0.2,CVE-2019-10795,remy/undefsafe,https://github.com/remy/undefsafe,2.0.3,https://github.com/remy/undefsafe/commit/f272681b3a50e2c4cbb6a8533795e1453382c822,f272681b3a50e2c4cbb6a8533795e1453382c822,fixCommit
prototype-pollution,upmerge,0.1.7,,jazzfog/UpMerge,https://github.com/jazzfog/UpMerge,0.1.8,,,npm
prototype-pollution,utilitify,1.0.2,CVE-2019-10808,xcritical-software/utilitify,https://github.com/xcritical-software/utilitify,1.0.3,https://github.com/xcritical-software/utilitify/commit/88d6e27009823338bf319ffb768fe6b08e8ad2d1,88d6e27009823338bf319ffb768fe6b08e8ad2d1,fixCommit
prototype-pollution,utils-extend,1.0.8,CVE-2020-8147,douzi8/utils-extend,https://github.com/douzi8/utils-extend,,,,npm
prototype-pollution,vega-util,1.13.0,CVE-2019-10806,vega/vega,https://github.com/vega/vega,1.13.1,,,npm
prototype-pollution,@viking04/merge,1.0.0,CVE-2021-3645,viking04/merge,https://github.com/viking04/merge,1.0.2,https://github.com/viking04/merge/commit/baba40332080b38b33840d2614df6d4142dedaf6,baba40332080b38b33840d2614df6d4142dedaf6,fixCommit
prototype-pollution,worksmith,1.0.0,CVE-2020-7725,guidesmiths/worksmith,https://github.com/guidesmiths/worksmith,,,,npm
prototype-pollution,x-assign,0.1.4,CVE-2021-23452,mvoorberg/x-assign,https://github.com/mvoorberg/x-assign,,,,npm
prototype-pollution,y18n,3.2.1,CVE-2020-7774,yargs/y18n,https://github.com/yargs/y18n,5.0.5,,,npm
prototype-pollution,yargs-parser,6.0.0,CVE-2020-7608,yargs/yargs-parser,https://github.com/yargs/yargs-parser,18.1.1,,,npm
redos,ajv,5.2.2,CVE-2020-15366,epoberezkin/ajv,https://github.com/epoberezkin/ajv,6.12.3,,,npm
redos,amqp-match,0.0.0,,,,,,,
redos,ansi-html,0.0.7,CVE-2021-23424,Tjatse/ansi-html,https://github.com/Tjatse/ansi-html,,,,npm
redos,ansi-regex,4.1.0,CVE-2021-3807,chalk/ansi-regex,https://github.com/chalk/ansi-regex,4.1.1,https://github.com/chalk/ansi-regex/commit/419250fa510bf31b4cc672e76537a64f9332e1f1,419250fa510bf31b4cc672e76537a64f9332e1f1,fixCommit
redos,axios,0.21.0,CVE-2021-3749,axios/axios,https://github.com/axios/axios,0.21.3,https://github.com/axios/axios/commit/5b457116e31db0e88fede6c428e969e87f290929,5b457116e31db0e88fede6c428e969e87f290929,fixCommit
redos,brace-expansion,1.1.6,CVE-2017-18077,juliangruber/brace-expansion,https://github.com/juliangruber/brace-expansion,1.1.7,https://github.com/juliangruber/brace-expansion/pull/35/commits/b13381281cead487cbdbfd6a69fb097ea5e456c3,b13381281cead487cbdbfd6a69fb097ea5e456c3,fixCommit
redos,browserslist,4.16.4,CVE-2021-23364,browserslist/browserslist,https://github.com/browserslist/browserslist,4.16.5,https://github.com/browserslist/browserslist/commit/c091916910dfe0b5fd61caad96083c6709b02d98,c091916910dfe0b5fd61caad96083c6709b02d98,fixCommit
redos,cejs,2.0.20170212,,kanasimi/CeJS,https://github.com/kanasimi/CeJS,2.0.20180219,https://github.com/kanasimi/CeJS/commit/c6a9ffec1152781f268b8d72d80ee4d8fc837986,c6a9ffec1152781f268b8d72d80ee4d8fc837986,fixCommit
redos,charset,1.0.0,CVE-2017-16098,node-modules/charset,https://github.com/node-modules/charset,1.0.1,,,npm
redos,checkit,0.7.0,,tgriesser/checkit,https://github.com/tgriesser/checkit,,https://github.com/tgriesser/checkit/pull/94,,fixCommit
redos,chrono-node,2.2.3,CVE-2021-23371,wanasit/chrono,https://github.com/wanasit/chrono,2.2.4,https://github.com/wanasit/chrono/commit/98815b57622443b5c498a427210ebd603d705f4c,98815b57622443b5c498a427210ebd603d705f4c,fixCommit
redos,clean-css,4.1.10,,jakubpawlowicz/clean-css,https://github.com/jakubpawlowicz/clean-css,4.1.11,https://github.com/jakubpawlowicz/clean-css/commit/2929bafbf8cdf7dccb24e0949c70833764fa87e3,2929bafbf8cdf7dccb24e0949c70833764fa87e3,fixCommit
redos,codemirror,5.58.0,CVE-2020-7760,codemirror/CodeMirror,https://github.com/codemirror/CodeMirror,5.58.2,https://github.com/codemirror/CodeMirror/commit/55d0333907117c9231ffdf555ae8824705993bbb,55d0333907117c9231ffdf555ae8824705993bbb,fixCommit
redos,color-string,1.5.4,CVE-2021-29060,Qix-/color-string,https://github.com/Qix-/color-string,1.5.5,https://github.com/Qix-/color-string/commit/0789e21284c33d89ebc4ab4ca6f759b9375ac9d3,0789e21284c33d89ebc4ab4ca6f759b9375ac9d3,fixCommit
redos,colors-cli,1.0.25,,jaywcjlove/colors-cli,https://github.com/jaywcjlove/colors-cli,1.0.28,https://github.com/jaywcjlove/colors-cli/commit/78ee15ba9111ddee1cc0640ccd79369525bd57b8,78ee15ba9111ddee1cc0640ccd79369525bd57b8,fixCommit
redos,content-type-parser,1.0.1,,jsdom/content-type-parser,https://github.com/jsdom/content-type-parser,,https://github.com/jsdom/whatwg-mimetype/commit/26c539a699778f8743b8319c298b5fb28a4328d0,26c539a699778f8743b8319c298b5fb28a4328d0,fixCommit
redos,content,3.0.5,,hapijs/content,https://github.com/hapijs/content,4.0.4,https://github.com/hapijs/content/commit/96beb34f7c38a08d024dbf9cd63865c56e2955d9,96beb34f7c38a08d024dbf9cd63865c56e2955d9,fixCommit
redos,conventional-commits-parser,3.2.0,,conventional-changelog/conventional-changelog,https://github.com/conventional-changelog/conventional-changelog,3.2.3,https://github.com/conventional-changelog/conventional-changelog/commit/c696fa35f93e0ee13728d6cf1221587ac6386311,c696fa35f93e0ee13728d6cf1221587ac6386311,fixCommit
redos,d3-color,2.0.0,,d3/d3-color,https://github.com/d3/d3-color,,https://github.com/d3/d3-color/commit/4c2be7e59a317d0af7c3d66e44fa888f02163a59,4c2be7e59a317d0af7c3d66e44fa888f02163a59,fixCommit
redos,date-and-time,0.14.1,CVE-2020-26289,knowledgecode/date-and-time,https://github.com/knowledgecode/date-and-time,0.14.2,https://github.com/knowledgecode/date-and-time/commit/9e4b501eacddccc8b1f559fb414f48472ee17c2a,9e4b501eacddccc8b1f559fb414f48472ee17c2a,fixCommit
redos,dirty-json,0.4.0,,RyanMarcus/dirty-json,https://github.com/RyanMarcus/dirty-json,0.5.2,https://github.com/RyanMarcus/dirty-json/commit/0b9c15e26699538a11e08e0f168af558392dadbe,0b9c15e26699538a11e08e0f168af558392dadbe,fixCommit
redos,ducktype,1.2.0,,josdejong/ducktype,https://github.com/josdejong/ducktype,1.2.1,https://github.com/josdejong/ducktype/commit/d8b4c902598c9104d5c56225c3fffcbe1368eff6,d8b4c902598c9104d5c56225c3fffcbe1368eff6,fixCommit
redos,email-existence,0.1.5,,nmanousos/email-existence,https://github.com/nmanousos/email-existence,0.1.6,https://github.com/nmanousos/email-existence/commit/0029ba71b6ad0d8ec0baa2ecc6256d038bdd9b56,0029ba71b6ad0d8ec0baa2ecc6256d038bdd9b56,fixCommit
redos,ethers,5.2.0,,ethers-io/ethers.js,https://github.com/ethers-io/ethers.js,5.4.7,https://github.com/ethers-io/ethers.js/commit/32a6b2a362815eb85ce3f3abad5adf92f2b80e10,32a6b2a362815eb85ce3f3abad5adf92f2b80e10,fixCommit
redos,express-validators,1.0.3,CVE-2020-7767,scopdrag/express-validators,https://github.com/scopdrag/express-validators,,,,npm
redos,fast-csv,4.3.5,CVE-2020-26256,C2FO/fast-csv,https://github.com/C2FO/fast-csv,4.3.6,https://github.com/C2FO/fast-csv/commit/4bbd39f26a8cd7382151ab4f5fb102234b2f829e,4bbd39f26a8cd7382151ab4f5fb102234b2f829e,fixCommit
redos,forwarded,0.1.0,CVE-2017-16118,jshttp/forwarded,https://github.com/jshttp/forwarded,0.1.2,https://github.com/jshttp/forwarded/commit/d469116eda4931fbe1c0ccb29497b35930bfa328,d469116eda4931fbe1c0ccb29497b35930bfa328,fixCommit
redos,fresh,0.5.0,CVE-2017-16119,jshttp/fresh,https://github.com/jshttp/fresh,0.5.2,https://github.com/jshttp/fresh/commit/21a0f0c2a5f447e0d40bc16be0c23fa98a7b46ec,21a0f0c2a5f447e0d40bc16be0c23fa98a7b46ec,fixCommit
redos,github-url-to-object,4.0.2,,zeke/github-url-to-object,https://github.com/zeke/github-url-to-object,4.0.4,,,npm
redos,glob-parent,5.0.0,CVE-2021-35065,gulpjs/glob-parent,https://github.com/gulpjs/glob-parent,6.0.1,https://github.com/gulpjs/glob-parent/commit/3e9f04a3b4349db7e1962d87c9a7398cda51f339,3e9f04a3b4349db7e1962d87c9a7398cda51f339,fixCommit
redos,highlight.js,10.4.0,,highlightjs/highlight.js,https://github.com/highlightjs/highlight.js,10.4.1,https://github.com/highlightjs/highlight.js/commit/373b9d862401162e832ce77305e49b859e110f9c,373b9d862401162e832ce77305e49b859e110f9c,fixCommit
redos,hosted-git-info,3.0.0,CVE-2021-23362,npm/hosted-git-info,https://github.com/npm/hosted-git-info,3.0.8,https://github.com/npm/hosted-git-info/commit/bede0dc38e1785e732bf0a48ba6f81a4a908eba3,bede0dc38e1785e732bf0a48ba6f81a4a908eba3,fixCommit
redos,html-dom-parser,0.1.2,,remarkablemark/html-dom-parser,https://github.com/remarkablemark/html-dom-parser,0.1.3,https://github.com/remarkablemark/html-dom-parser/commit/b80d699bbbd45d254379e6916152c918998e3b10,b80d699bbbd45d254379e6916152c918998e3b10,fixCommit
redos,html-parse-stringify2,2.0.1,CVE-2021-23346,rayd/html-parse-stringify2,https://github.com/rayd/html-parse-stringify2,,https://github.com/HenrikJoreteg/html-parse-stringify/commit/c7274a48e59c92b2b7e906fedf9065159e73fe12,c7274a48e59c92b2b7e906fedf9065159e73fe12,fixCommit
redos,html-parse-stringify,2.0.0,CVE-2021-23346,HenrikJoreteg/html-parse-stringify,https://github.com/HenrikJoreteg/html-parse-stringify,2.0.1,https://github.com/HenrikJoreteg/html-parse-stringify/commit/c7274a48e59c92b2b7e906fedf9065159e73fe12,c7274a48e59c92b2b7e906fedf9065159e73fe12,fixCommit
redos,htmlparser,1.7.7,,tautologistics/node-htmlparser,https://github.com/tautologistics/node-htmlparser,,,,npm
redos,is-email,1.0.0,CVE-2021-36716,segmentio/is-email,https://github.com/segmentio/is-email,1.0.1,https://github.com/segmentio/is-email/commit/060ecedf345729f11ad857ccaf7a915ff6797739,060ecedf345729f11ad857ccaf7a915ff6797739,fixCommit
redos,is-my-json-valid,2.20.1,,mafintosh/is-my-json-valid,https://github.com/mafintosh/is-my-json-valid,2.20.2,https://github.com/mafintosh/is-my-json-valid/commit/c3fc04fc455d40e9b29537f8e2c73a28ce106edb,c3fc04fc455d40e9b29537f8e2c73a28ce106edb,fixCommit
redos,is-svg,4.2.2,CVE-2021-23367,sindresorhus/is-svg,https://github.com/sindresorhus/is-svg,4.3.0,https://github.com/sindresorhus/is-svg/commit/732fc72779840c45a30817d3fe28e12058592b02,732fc72779840c45a30817d3fe28e12058592b02,fixCommit
redos,is-url,1.2.2,,segmentio/is-url,https://github.com/segmentio/is-url,1.2.4,,,npm
redos,jspdf,2.1.1,CVE-2021-23353,MrRio/jsPDF,https://github.com/MrRio/jsPDF,2.3.1,https://github.com/MrRio/jsPDF/commit/d8bb3b39efcd129994f7a3b01b632164144ec43e,d8bb3b39efcd129994f7a3b01b632164144ec43e,fixCommit
redos,locutus,2.0.10,CVE-2021-23392,kvz/locutus,https://github.com/kvz/locutus,2.0.15,https://github.com/locutusjs/locutus/commit/eb863321990e7e5514aa14f68b8d9978ece9e65e,eb863321990e7e5514aa14f68b8d9978ece9e65e,fixCommit
redos,lodash,4.17.4,CVE-2020-28500,lodash/lodash,https://github.com/lodash/lodash,4.17.21,https://github.com/lodash/lodash/commit/c4847ebe7d14540bb28a8b932a9ce1b9ecbfee1a,c4847ebe7d14540bb28a8b932a9ce1b9ecbfee1a,fixCommit
redos,markdown-it,9.1.0,CVE-2022-21670,markdown-it/markdown-it,https://github.com/markdown-it/markdown-it,12.3.2,https://github.com/markdown-it/markdown-it/commit/ffc49ab46b5b751cd2be0aabb146f2ef84986101,ffc49ab46b5b751cd2be0aabb146f2ef84986101,fixCommit
redos,markdown-to-jsx,5.4.2,,probablyup/markdown-to-jsx,https://github.com/probablyup/markdown-to-jsx,,,,npm
redos,markdown,0.3.0,,evilstreak/markdown-js,https://github.com/evilstreak/markdown-js,,,,npm
redos,marked,0.3.6,CVE-2021-21306,chjj/marked,https://github.com/chjj/marked,2.0.0,https://github.com/markedjs/marked/commit/7293251c438e3ee968970f7609f1a27f9007bccd,7293251c438e3ee968970f7609f1a27f9007bccd,fixCommit
redos,method-override,2.0.0,CVE-2017-16136,expressjs/method-override,https://github.com/expressjs/method-override,2.3.10,https://github.com/expressjs/method-override/commit/4c58835a61fdf7a8e070d6f8ecd5379a961d0987,4c58835a61fdf7a8e070d6f8ecd5379a961d0987,fixCommit
redos,millisecond,0.1.1,CVE-2015-8315,unshiftio/millisecond,https://github.com/unshiftio/millisecond,0.1.2,,,npm
redos,mime,1.4.0,CVE-2017-16138,broofa/node-mime,https://github.com/broofa/node-mime,2.0.3,https://github.com/broofa/node-mime/commit/1df903fdeb9ae7eaa048795b8d580ce2c98f40b0,1df903fdeb9ae7eaa048795b8d580ce2c98f40b0,fixCommit
redos,minimatch,3.0.0,,isaacs/minimatch,https://github.com/isaacs/minimatch,3.0.2,https://github.com/isaacs/minimatch/commit/6944abf9e0694bd22fd9dad293faa40c2bc8a955,6944abf9e0694bd22fd9dad293faa40c2bc8a955,fixCommit
redos,mobile-detect,1.3.6,,hgoebl/mobile-detect.js,https://github.com/hgoebl/mobile-detect.js,1.4.0,https://github.com/hgoebl/mobile-detect.js/commit/7222f6e75cf8cd90e1dc53e445716203eaf79d8a,7222f6e75cf8cd90e1dc53e445716203eaf79d8a,fixCommit
redos,moment,2.18.1,CVE-2017-18214,moment/moment,https://github.com/moment/moment,2.19.3,,,npm
redos,ms,0.7.0,CVE-2015-8315,vercel/ms,https://github.com/vercel/ms,0.7.1,https://github.com/vercel/ms/commit/48701f029417faf65e6f5e0b61a3cebe5436b07b,48701f029417faf65e6f5e0b61a3cebe5436b07b,fixCommit
redos,natural,5.1.0,,NaturalNode/natural,https://github.com/NaturalNode/natural,5.1.11,https://github.com/NaturalNode/natural/commit/90e85afb20e76560bc555d83abad3bc919388381,90e85afb20e76560bc555d83abad3bc919388381,fixCommit
redos,no-case,2.3.1,CVE-2017-16099,blakeembrey/no-case,https://github.com/blakeembrey/no-case,2.3.2,,,npm
redos,normalize-url,6.0.0,CVE-2021-33502,sindresorhus/normalize-url,https://github.com/sindresorhus/normalize-url,6.0.1,https://github.com/sindresorhus/normalize-url/commit/b1fdb5120b6d27a88400d8800e67ff5a22bd2103,b1fdb5120b6d27a88400d8800e67ff5a22bd2103,fixCommit
redos,npm-user-validate,1.0.0,CVE-2020-7754,npm/npm-user-validate,https://github.com/npm/npm-user-validate,1.0.1,https://github.com/npm/npm-user-validate/commit/c8a87dac1a4cc6988b5418f30411a8669bef204e,c8a87dac1a4cc6988b5418f30411a8669bef204e,fixCommit
redos,nth-check,2.0.0,CVE-2021-3803,fb55/nth-check,https://github.com/fb55/nth-check,2.0.1,https://github.com/fb55/nth-check/commit/9894c1d2010870c351f66c6f6efcf656e26bb726,9894c1d2010870c351f66c6f6efcf656e26bb726,fixCommit
redos,papaparse,5.1.1,,mholt/PapaParse,https://github.com/mholt/PapaParse,5.2.0,https://github.com/mholt/PapaParse/commit/235a12758cd77266d2e98fd715f53536b34ad621,235a12758cd77266d2e98fd715f53536b34ad621,fixCommit
redos,parsejson,0.0.3,CVE-2017-16113,get/parsejson,https://github.com/get/parsejson,,,,npm
redos,path-parse,1.0.6,CVE-2021-23343,jbgutierrez/path-parse,https://github.com/jbgutierrez/path-parse,1.0.7,,,npm
redos,platform,1.3.4,,bestiejs/platform.js,https://github.com/bestiejs/platform.js,,,,npm
redos,postcss,8.0.0,CVE-2021-23382,postcss/postcss,https://github.com/postcss/postcss,8.2.13,https://github.com/postcss/postcss/commit/2b1d04c867995e55124e0a165b7c6622c1735956,2b1d04c867995e55124e0a165b7c6622c1735956,fixCommit
redos,printf,0.6.0,CVE-2021-23354,adaltas/node-printf,https://github.com/adaltas/node-printf,0.6.1,,,npm
redos,prompts,2.4.0,CVE-2021-3868,terkelg/prompts,https://github.com/terkelg/prompts,2.4.2,,,npm
redos,prototype,0.0.5,CVE-2020-27511,rixius/prototype.node.js,https://github.com/rixius/prototype.node.js,,,,links
redos,ramda,0.27.1,,ramda/ramda,https://github.com/ramda/ramda,0.27.2,https://github.com/ramda/ramda/commit/37af6ae2ca8b94656996dd27fb0a1f208d69134e,37af6ae2ca8b94656996dd27fb0a1f208d69134e,fixCommit
redos,react-native,0.63.0-rc.0,CVE-2020-1920,facebook/react-native,https://github.com/facebook/react-native,0.64.1,https://github.com/facebook/react-native/commit/ca09ae82715e33c9ac77b3fa55495cf84ba891c7,ca09ae82715e33c9ac77b3fa55495cf84ba891c7,fixCommit
redos,remarkable,1.7.2,CVE-2019-12041,jonschlinkert/remarkable,https://github.com/jonschlinkert/remarkable,1.7.3,https://github.com/jonschlinkert/remarkable/pull/335/commits/b8bb2c0987f06d2b34e882159249f1538c6dc380,b8bb2c0987f06d2b34e882159249f1538c6dc380,fixCommit
redos,remove-markdown,0.3.0,,stiang/remove-markdown,https://github.com/stiang/remove-markdown,,,,npm
redos,revalidator,0.3.1,,flatiron/revalidator,https://github.com/flatiron/revalidator,,,,npm
redos,rgb2hex,0.1.0,,christian-bromann/rgb2hex,https://github.com/christian-bromann/rgb2hex,0.1.6,,,npm
redos,sanitize,2.0.0,,pocketly/node-sanitize,https://github.com/pocketly/node-sanitize,2.1.0,https://github.com/pocketly/node-sanitize/commit/4fd57530367ea9f2570b1e57d1a1a32e7f5d644f#diff-bd042f5439b55acdcce363c79e2f55d6R148,4fd57530367ea9f2570b1e57d1a1a32e7f5d644f,fixCommit
redos,semver-regex,3.1.1,CVE-2021-3795,sindresorhus/semver-regex,https://github.com/sindresorhus/semver-regex,3.1.3,https://github.com/sindresorhus/semver-regex/commit/11c66245f4e1976dccc52977ed183696a21a3fd7,11c66245f4e1976dccc52977ed183696a21a3fd7,fixCommit
